Pos,N_meanings,N_Thesaurus,N_synonyms,N_hypernyms,N_hyponyms,N_antonyms,Google_freq,Movie_freq,Movie_freq_pm,BlogFreq,BlogFreqPm,BlogCD,BlogCDPc,TwitterFreq,TwitterFreqPm,TwitterCD,TwitterCDPc,NewsFreq,NewsFreqPm,NewsCD,NewsCDPc.,Conc_M,Conc_SD,Percent_known,N_unknown,N_participants,nobs,accuracy,rt_correct_mean,rt_correct_std,rt_zscore_correct_mean,rt_zscore_correct_std,rank_L2,nobs_L1,acc_L1,rank_L1,diff_L1_L2,length_of_word,length_of_phonetics,num_of_syllables,num_of_morph,num_of_prefix,num_of_roots,num_of_suff,total_pref_length,total_suff_length,pref_famsize,suff_famsize,root_famsize,level
verb,21,1,11,21,11,0,55611036,486,9.529411765,1794,47.0473,1707,0.1898,643,20.7565,636,0.0269,1959,55.6276,1929,0.1909,1.87,0.94,1,0,30,275,0.967272727,968.887218,487.8608935,-0.584450371,0.688327282,3334,407,0.985257985,14558,-11224,7,10,3,1,0,1,0,0,0,0,0,10,1
noun,5,2,1,5,5,0,50819909,926,18.15686275,1034,27.1165,908,0.101,585,18.8843,571,0.0242,1322,37.5394,1225,0.1213,3.97,1.33,1,0,30,270,0.977777778,973.2689394,680.1586817,-0.642459451,0.606493045,2166,398,1,643,1523,6,10,2,1,0,1,0,0,0,0,0,1,1
noun,7,7,5,4,2,0,12869511,2048,40.15686275,980,25.7003,869,0.0966,844,27.245,829,0.0351,315,8.9447,305,0.0302,3.41,1.57,1,0,29,251,0.964143426,920.6694215,398.2176554,-0.724647533,0.513740154,3637,424,0.995283019,5212,-1575,5,9,2,1,0,1,0,0,0,0,0,9,4
verb,5,2,2,3,1,0,1331534,32,0.62745098,53,1.3899,53,0.0059,13,0.4197,12,0.0005,78,2.2149,78,0.0077,2,1.27,0.964285714,1,28,272,0.764705882,1180.110577,806.8992612,-0.393433872,0.766259764,20739,442,0.986425339,13973,6766,6,10,2,1,0,1,0,0,0,0,0,2,4
verb,3,7,2,3,1,0,1585046,101,1.980392157,172,4.5107,169,0.0188,61,1.9691,61,0.0026,151,4.2878,151,0.0149,2,1.23,1,0,26,258,0.903100775,1085.515021,812.7080588,-0.488843873,0.743370422,9142,432,0.983796296,15283,-6141,6,10,2,1,0,1,0,0,0,0,0,5,3
verb,2,7,1,2,2,0,2771883,52,1.019607843,58,1.521,57,0.0063,20,0.6456,20,0.0008,76,2.1581,76,0.0075,1.92,1.13,1,0,26,252,0.948412698,1082.322176,632.8805767,-0.514514905,0.60954176,5138,405,0.990123457,11338,-6200,8,15,3,2,1,1,0,3,0,25,0,13,4
noun,1,3,1,1,1,0,16638749,219,4.294117647,385,10.0966,354,0.0394,76,2.4533,75,0.0032,429,12.1818,417,0.0413,2.63,1.31,1,0,27,262,0.977099237,1155.492188,837.2224339,-0.438225729,0.68361742,2249,427,0.995316159,5140,-2891,9,17,4,3,1,1,1,3,3,25,39,13,4
noun,2,1,0,1,1,0,9460260,61,1.196078431,85,2.2291,81,0.009,43,1.3881,43,0.0018,28,0.7951,27,0.0027,4.36,1.03,0.965517241,1,29,251,0.988047809,1005.616935,658.5280685,-0.634855448,0.543197451,1012,374,0.99197861,10145,-9133,7,13,3,1,0,1,0,0,0,0,0,4,2
noun,4,4,4,4,2,0,11720390,208,4.078431373,1044,27.3787,949,0.1055,308,9.9425,303,0.0128,563,15.9869,555,0.0549,3,1.44,1,0,29,266,0.962406015,1027.167969,663.3518328,-0.604252192,0.573787614,3813,432,1,368,3445,8,12,3,2,1,1,0,3,0,25,0,215,0
noun,5,3,4,6,2,1,39573067,1006,19.7254902,625,16.3905,546,0.0607,475,15.3334,465,0.0197,648,18.4005,580,0.0574,4.89,0.42,1,0,28,242,0.954545455,977.021645,500.1962349,-0.660870272,0.535091883,4568,443,0.997742664,1672,2896,7,13,2,1,0,1,0,0,0,0,0,1,2
noun,2,4,1,2,1,0,14922472,437,8.568627451,516,13.532,458,0.0509,287,9.2646,282,0.0119,140,3.9754,138,0.0137,4.5,1.14,1,0,26,227,0.969162996,992.9454545,516.5734369,-0.623670697,0.65594452,3117,410,0.990243902,11180,-8063,5,10,3,1,0,1,0,0,0,0,0,1,1
noun,3,5,2,3,2,0,1370656,108,2.117647059,151,3.9599,132,0.0147,154,4.9712,152,0.0064,144,4.089,138,0.0137,4.29,0.9,1,0,28,271,0.977859779,1021.841509,474.0133746,-0.573296569,0.586351439,2157,409,1,1240,917,8,12,3,3,0,1,2,0,5,0,1226,39,4
noun,1,2,1,1,1,0,40838300,190,3.725490196,342,8.9689,301,0.0335,309,9.9748,303,0.0128,92,2.6124,89,0.0088,4.62,0.82,1,0,29,239,0.991631799,972.0379747,487.0340566,-0.621522848,0.534002413,665,399,1,1194,-529,10,12,4,3,0,1,2,0,6,0,1955,39,0
verb,13,3,4,10,2,1,46745446,13094,256.745098,4285,112.3734,3751,0.4171,4536,146.4256,4408,0.1868,1286,36.5171,1231,0.1219,3.07,1.62,1,0,30,254,0.980314961,884.7188755,369.984984,-0.738596411,0.420292855,1873,412,0.995145631,5687,-3814,3,7,1,1,0,1,0,0,0,0,0,6,0
noun,6,1,1,4,1,0,44674077,751,14.7254902,1756,46.0508,1469,0.1634,1484,47.9047,1424,0.0603,845,23.9945,780,0.0772,3.21,1.54,1,0,29,223,0.97309417,971.2580645,672.7488165,-0.697768042,0.585704802,2720,376,0.992021277,10084,-7364,4,10,2,1,0,1,0,0,0,0,0,6,0
verb,2,1,1,0,2,2,10224024,124,2.431372549,239,6.2677,227,0.0252,126,4.0674,126,0.0053,180,5.1113,180,0.0178,1.59,0.82,1,0,29,263,0.821292776,1079.847222,527.6554371,-0.483898626,0.665659593,16158,393,0.992366412,9489,6669,6,7,2,1,0,1,0,0,0,0,0,12,3
noun,5,2,3,5,4,1,44546845,4058,79.56862745,3645,95.5895,3439,0.3824,2648,85.4795,2607,0.1105,2668,75.7603,2594,0.2568,2.15,1.19,1,0,26,241,0.987551867,993.5588235,459.5691923,-0.635888636,0.524906177,1091,393,0.994910941,6649,-5558,10,10,3,2,0,1,1,0,4,0,323,12,0
adjective,5,7,1,0,0,2,179794224,10673,209.2745098,18745,491.5843,16686,1.8555,5987,193.265,5763,0.2442,10066,285.8332,9370,0.9275,1.97,1.27,1,0,30,241,0.991701245,962.5271967,613.0379976,-0.661965008,0.490180933,647,424,1,966,-319,9,10,3,2,0,1,1,0,3,0,464,12,0
verb,6,7,3,6,2,2,1952913,17,0.333333333,105,2.7536,103,0.0115,51,1.6463,51,0.0022,51,1.4482,51,0.005,1.54,0.79,1,0,28,253,0.889328063,1433.595556,1003.232139,-0.088978907,0.976794065,10400,419,0.992840095,8449,1951,13,18,5,3,0,1,2,0,6,0,1401,12,4
adjective,3,7,2,0,0,2,42436311,3058,59.96078431,5387,141.2731,5134,0.5709,1449,46.7748,1403,0.0594,4525,128.4915,4428,0.4383,2.21,1.55,1,0,28,215,0.981395349,905.2227488,482.0569742,-0.712979356,0.441056769,1765,408,0.995098039,5847,-4082,9,12,3,1,0,1,0,0,0,0,0,2,0
noun,4,6,2,4,4,1,12282409,286,5.607843137,695,18.2263,663,0.0737,168,5.4232,158,0.0067,556,15.7881,550,0.0544,1.9,1.11,1,0,29,247,0.991902834,1002.489796,589.0878585,-0.613081399,0.60371673,582,472,0.993644068,7801,-7219,10,13,4,2,0,1,1,0,1,0,2486,2,2
verb,11,4,7,8,4,0,7292787,2211,43.35294118,753,19.7473,739,0.0822,1298,41.9004,1274,0.054,496,14.0844,477,0.0472,4.33,1,1,0,27,245,0.914285714,935.03125,394.7513197,-0.632181613,0.509662899,8163,432,1,399,7764,3,6,1,1,0,1,0,0,0,0,0,3,3
adjective,3,1,0,0,0,1,202346767,273,5.352941176,2356,61.7857,1933,0.2149,2706,87.3518,2595,0.11,1386,39.3567,1289,0.1276,3.63,1.28,1,0,27,253,0.984189723,866.9678715,372.6977379,-0.770441784,0.389387685,1429,364,0.997252747,4433,-3004,7,13,3,2,0,1,1,0,2,0,1431,4,1
noun,3,5,2,3,0,0,4068074,549,10.76470588,456,11.9585,420,0.0467,192,6.1979,191,0.0081,318,9.0299,305,0.0302,2.03,1.3,1,0,29,264,0.909090909,983.1666667,457.0044328,-0.644935532,0.41384508,8592,411,0.99513382,5734,2858,7,10,3,2,0,1,1,0,3,0,580,8,4
noun,1,2,1,1,1,0,3121080,134,2.62745098,356,9.336,347,0.0386,135,4.3579,133,0.0056,191,5.4236,191,0.0189,2,1.05,1,0,28,284,0.929577465,1047.287879,570.6071082,-0.557495767,0.616870987,6879,412,0.985436893,14441,-7562,7,11,3,1,0,1,0,0,0,0,0,1,4
noun,6,1,2,4,2,0,12925504,234,4.588235294,488,12.7977,456,0.0507,84,2.7116,83,0.0035,173,4.9125,172,0.017,2.5,1.42,1,0,26,272,0.933823529,969.3031496,386.3199009,-0.596514828,0.453360293,6467,424,0.990566038,10821,-4354,9,13,3,1,0,1,0,0,0,0,0,4,4
verb,2,5,2,2,1,1,1415066,42,0.823529412,147,3.855,144,0.016,37,1.1944,36,0.0015,146,4.1458,145,0.0144,2.5,1.21,1,0,26,277,0.700361011,1143.340206,610.8840088,-0.344424528,0.656908238,25626,403,0.982630273,15814,9812,8,10,3,1,0,1,0,0,0,0,0,2,4
noun,2,2,1,2,2,0,25974858,10323,202.4117647,5776,151.4746,5153,0.573,7371,237.9416,7275,0.3082,3888,110.4033,3552,0.3516,4.5,0.83,1,0,24,263,0.988593156,905.6307692,455.6218058,-0.749398397,0.537905166,949,424,0.995283019,5207,-4258,6,7,2,1,0,1,0,0,0,0,0,3,0
verb,21,3,5,14,2,0,5839794,247,4.843137255,675,17.7018,613,0.0682,410,13.2351,383,0.0162,510,14.4819,483,0.0478,4.22,0.97,1,0,27,247,0.854251012,1133.706161,662.2560711,-0.435504742,0.779654032,13335,428,0.997663551,1925,11410,3,6,1,1,0,1,0,0,0,0,0,4,4
noun,2,3,1,2,1,0,1355414,109,2.137254902,51,1.3375,50,0.0056,26,0.8393,26,0.0011,96,2.726,93,0.0092,3.67,1.39,1,0,27,257,0.945525292,1117.592593,773.9743698,-0.53190177,0.690378258,5405,401,0.985037406,14720,-9315,8,12,3,2,0,1,1,0,1,0,49,6,4
adjective,2,3,1,0,0,1,3682737,256,5.019607843,158,4.1435,150,0.0167,40,1.2912,40,0.0017,288,8.178,279,0.0276,1.86,1.21,1,0,28,285,0.968421053,1031.971014,759.2723066,-0.614787437,0.619072865,3198,421,0.997624703,2175,1023,10,14,4,2,0,1,1,0,2,0,1014,6,4
adjective,24,7,2,0,0,6,102234090,843,16.52941176,2014,52.8168,1891,0.2103,1418,45.7741,1399,0.0593,1667,47.336,1634,0.1617,2.15,1.32,1,0,27,221,0.977375566,921.6388889,396.934356,-0.713916799,0.478320648,2209,385,0.992207792,9825,-7616,6,11,2,1,0,1,0,0,0,0,0,20,1
adverb,24,7,1,0,0,0,102234090,48,0.941176471,2014,52.8168,1891,0.2103,1418,45.7741,1399,0.0593,1667,47.336,1634,0.1617,2.15,1.32,1,0,27,221,0.977375566,921.6388889,396.934356,-0.713916799,0.478320648,2209,385,0.992207792,9825,-7616,6,11,2,1,0,1,0,0,0,0,0,20,2
verb,24,7,9,12,11,0,102234090,333,6.529411765,2014,52.8168,1891,0.2103,1418,45.7741,1399,0.0593,1667,47.336,1634,0.1617,2.15,1.32,1,0,27,221,0.977375566,921.6388889,396.934356,-0.713916799,0.478320648,2209,385,0.992207792,9825,-7616,6,11,2,1,0,1,0,0,0,0,0,20,2
noun,9,4,7,9,9,0,33868571,1230,24.11764706,2501,65.5883,2367,0.2632,2238,72.2444,2201,0.0933,1891,53.6967,1861,0.1842,2.79,1.08,1,0,29,252,0.976190476,940.5569106,482.9466726,-0.666171541,0.62262187,2358,409,0.995110024,5791,-3433,9,13,3,2,0,1,1,0,3,0,1599,20,1
adverb,3,2,3,0,0,1,58144287,1087,21.31372549,2422,63.5165,2353,0.2617,646,20.8534,645,0.0273,2046,58.098,2018,0.1998,2.37,1.38,1,0,30,237,0.991561181,1015.153191,487.9930664,-0.591568581,0.593723433,683,428,0.995327103,5107,-4424,8,13,3,2,0,1,1,0,2,0,2898,20,2
noun,5,4,4,5,3,0,105891641,1813,35.54901961,2750,72.1183,2536,0.282,1396,45.064,1359,0.0576,13110,372.2703,12547,1.242,4.04,1.1,1,0,28,263,0.984790875,938.7335907,461.7471397,-0.685485854,0.450120638,1365,387,0.994832041,6936,-5571,8,12,3,2,0,1,1,0,2,0,289,20,1
noun,2,4,0,2,2,0,212478717,84,1.647058824,118,3.0945,103,0.0115,127,4.0997,123,0.0052,57,1.6186,55,0.0054,4.25,1.04,1,0,28,278,0.978417266,1138.4375,813.4091869,-0.502089331,0.639304659,2097,421,0.992874109,8367,-6270,9,15,4,2,0,1,1,0,3,0,356,20,4
noun,4,2,4,4,1,0,8191960,1310,25.68627451,877,22.9992,797,0.0886,444,14.3327,431,0.0183,633,17.9746,602,0.0596,4.86,0.36,1,0,28,235,0.961702128,923.1017699,363.343588,-0.670974383,0.46580112,3876,382,0.994764398,7128,-3252,4,7,1,1,0,1,0,0,0,0,0,5,2
adjective,13,7,2,0,0,3,16101662,2997,58.76470588,1540,40.3862,1411,0.1569,1968,63.5286,1874,0.0794,628,17.8326,612,0.0606,4.23,1.14,1,0,26,252,0.996031746,851.8804781,276.5219009,-0.792013841,0.319774961,177,376,0.997340426,4217,-4040,5,8,2,2,0,1,1,0,1,0,2486,5,0
noun,1,7,1,1,1,0,21802396,101,1.980392157,415,10.8833,341,0.0379,133,4.2933,132,0.0056,520,14.7659,487,0.0482,3.46,1.4,0.965517241,1,29,252,0.956349206,1110.522822,700.248962,-0.454236973,0.745656914,4412,417,0.990407674,10982,-6570,10,15,5,3,1,1,1,3,3,296,580,11,3
adjective,3,2,1,0,0,0,23056120,133,2.607843137,351,9.2049,317,0.0353,215,6.9404,208,0.0088,1073,30.4688,1028,0.1018,3.21,1.35,1,0,29,250,0.956,1039.025105,622.9884667,-0.574288089,0.545662792,4434,389,0.997429306,3676,758,8,15,3,2,1,1,0,3,0,296,0,11,3
verb,2,4,2,1,1,2,8010102,338,6.62745098,587,15.394,565,0.0628,750,24.2106,739,0.0313,400,11.3584,395,0.0391,2.77,1.42,1,0,26,263,0.988593156,992.5307692,559.8625202,-0.650988775,0.458215821,951,419,0.997613365,2260,-1309,8,12,3,2,1,1,0,3,0,296,0,10,1
noun,3,4,2,3,3,2,1764697,78,1.529411765,126,3.3043,118,0.0131,45,1.4526,44,0.0019,164,4.6569,164,0.0162,2.97,1.52,1,0,29,265,0.973584906,1151.899225,739.0260321,-0.475545715,0.586483742,2666,381,0.992125984,9961,-7295,12,16,4,3,1,1,1,3,4,296,288,10,3
verb,4,3,4,3,2,2,3567706,1069,20.96078431,532,13.9516,523,0.0582,219,7.0695,219,0.0093,277,7.8657,273,0.027,2.86,1.53,1,0,29,257,0.984435798,1070.948617,530.777882,-0.556989962,0.611077835,1416,397,0.989924433,11626,-10210,9,12,3,2,1,1,0,3,0,296,0,6,1
verb,1,7,1,1,1,0,746066,431,8.450980392,299,7.8412,298,0.0331,259,8.3607,259,0.011,107,3.0384,107,0.0106,1.89,1.09,1,0,27,260,0.946153846,1190.317073,842.6436419,-0.357322355,0.769234473,5348,387,0.992248062,9784,-4436,10,14,3,2,1,1,0,3,0,296,0,6,3
noun,3,4,2,3,1,0,17140948,876,17.17647059,979,25.6741,919,0.1022,487,15.7207,480,0.0203,1145,32.5133,1112,0.1101,3.07,1.44,1,0,29,253,0.972332016,983.4308943,567.0202974,-0.623946047,0.615899518,2812,397,0.989924433,11623,-8811,8,12,3,1,0,1,0,0,0,0,0,3,1
adjective,1,5,1,0,0,0,1274124,85,1.666666667,212,5.5597,210,0.0234,44,1.4204,44,0.0019,186,5.2816,186,0.0184,2.32,1.44,1,0,28,255,0.792156863,1344.841584,863.5741618,-0.158063396,0.899654447,18585,394,0.982233503,16002,2583,10,13,3,2,0,1,1,0,3,0,9,3,4
noun,4,7,4,4,4,0,34140094,129,2.529411765,370,9.7032,331,0.0368,227,7.3277,221,0.0094,260,7.3829,241,0.0239,4.85,0.36,1,0,27,225,0.928888889,1000.172249,549.9122998,-0.583805617,0.622702566,6929,385,0.984415584,15022,-8093,4,7,1,1,0,1,0,0,0,0,0,2,3
noun,7,7,2,5,3,1,11734967,462,9.058823529,653,17.1248,598,0.0665,316,10.2007,311,0.0132,699,19.8487,673,0.0666,2.24,1.24,0.966666667,1,30,232,0.969827586,1156.92,770.2526387,-0.470288377,0.700391127,3053,427,0.99765808,1966,1087,10,12,3,1,0,1,0,0,0,0,0,6,3
verb,2,7,2,2,2,0,5547253,88,1.725490196,114,2.9896,109,0.0121,51,1.6463,51,0.0022,589,16.7252,579,0.0573,2.37,1.31,1,0,27,275,0.861818182,1271.827004,787.7903605,-0.354566488,0.7311796,12692,415,0.98313253,15577,-2885,8,12,2,2,1,1,0,3,0,296,0,16,4
noun,1,3,1,1,1,0,15072865,51,1,318,8.3395,283,0.0315,72,2.3242,72,0.0031,636,18.0598,612,0.0606,2.18,1.28,1,0,28,277,0.833935018,1134.12987,666.7893811,-0.413932765,0.68619439,15092,385,0.997402597,3873,11219,10,13,3,3,1,1,1,3,3,296,98,16,4
verb,3,3,2,2,1,1,1584422,68,1.333333333,117,3.0683,116,0.0129,55,1.7754,55,0.0023,216,6.1335,216,0.0214,1.9,0.98,1,0,29,245,0.93877551,1142.773913,731.631115,-0.476327648,0.630763703,6036,407,0.992628993,8921,-2885,10,13,3,2,1,1,0,3,0,296,0,11,3
verb,7,5,7,5,5,0,25852541,614,12.03921569,1543,40.4649,1507,0.1676,599,19.3362,594,0.0252,543,15.419,532,0.0527,2.37,1.19,1,0,30,242,0.991735537,922.8125,442.359566,-0.71569539,0.526508169,637,393,1,723,-86,8,10,3,1,0,1,0,0,0,0,0,5,1
noun,4,6,2,4,1,0,22709821,579,11.35294118,839,22.0026,793,0.0882,542,17.4962,531,0.0225,745,21.155,714,0.0707,2.36,1.42,1,0,28,263,0.992395437,945.8697318,420.6731125,-0.672075164,0.452229875,481,399,0.997493734,3158,-2677,9,12,4,2,0,1,1,0,1,0,2486,5,1
noun,5,1,4,5,3,0,8911298,188,3.68627451,144,3.7764,136,0.0151,40,1.2912,40,0.0017,234,6.6446,230,0.0228,1.6,0.89,1,0,30,283,0.858657244,1275.716049,869.2920588,-0.289714515,0.813899863,12958,392,0.99744898,3519,9439,10,12,3,2,0,1,1,0,3,0,1599,7,4
verb,2,7,2,2,2,0,43208309,2322,45.52941176,1408,36.9246,1362,0.1515,1297,41.8682,1252,0.053,2133,60.5685,2109,0.2088,3.17,1.51,1,0,29,257,0.984435798,1000.87747,514.9680264,-0.629875717,0.556951003,1412,335,0.997014925,4619,-3207,7,9,2,1,0,1,0,0,0,0,0,1,0
noun,2,4,2,2,2,0,111973466,618,12.11764706,2038,53.4462,1906,0.2119,1636,52.8113,1625,0.0689,1656,47.0236,1610,0.1594,3.07,1.21,1,0,27,281,0.96797153,1061.738971,632.0976338,-0.574176462,0.545130208,3262,420,0.99047619,10907,-7645,10,11,3,2,0,1,1,0,3,0,1599,2,1
noun,1,4,0,1,1,0,60540973,1332,26.11764706,1668,43.743,1449,0.1611,607,19.5944,583,0.0247,2665,75.6751,2382,0.2358,3.45,1.33,1,0,29,260,0.946153846,1015.670732,564.9646849,-0.573320667,0.564457858,5345,374,1,566,4779,7,9,2,1,0,1,0,0,0,0,0,1,1
noun,8,3,4,6,3,0,21755859,509,9.980392157,2492,65.3523,2057,0.2287,492,15.8821,481,0.0204,1676,47.5915,1546,0.153,4.9,0.4,1,0,30,242,0.962809917,940.6051502,570.9360571,-0.679698825,0.48945993,3771,422,1,282,3489,4,6,1,1,0,1,0,0,0,0,0,9,0
adjective,4,7,1,0,0,1,936098,131,2.568627451,119,3.1208,118,0.0131,42,1.3558,39,0.0017,83,2.3569,80,0.0079,1.89,1.2,1,0,28,242,0.94214876,1219.482456,922.2883218,-0.432720428,0.69844646,5722,433,0.997690531,1814,3908,9,11,3,2,1,1,0,3,0,296,0,6,3
noun,5,3,4,4,4,0,32375647,338,6.62745098,185,4.8516,158,0.0176,88,2.8407,85,0.0036,106,3.01,101,0.01,4.8,0.41,1,0,25,214,0.962616822,1035.364078,612.4173282,-0.57054624,0.665084859,3795,372,0.98655914,13917,-10122,4,7,1,1,0,1,0,0,0,0,0,2,3
noun,3,6,1,2,2,1,2025063,40,0.784313725,481,12.6141,460,0.0512,636,20.5306,624,0.0264,116,3.2939,112,0.0111,1.7,0.95,1,0,27,250,0.976,928.0778689,333.1839759,-0.663161479,0.424516853,2379,393,0.992366412,9520,-7141,7,11,2,2,1,1,0,3,0,296,0,74,2
verb,3,6,0,0,1,1,2025063,159,3.117647059,481,12.6141,460,0.0512,636,20.5306,624,0.0264,116,3.2939,112,0.0111,1.7,0.95,1,0,27,250,0.976,928.0778689,333.1839759,-0.663161479,0.424516853,2379,393,0.992366412,9520,-7141,7,11,2,2,1,1,0,3,0,296,0,74,2
verb,6,7,6,5,2,1,2431006,279,5.470588235,244,6.3989,241,0.0268,71,2.2919,71,0.003,330,9.3706,325,0.0322,2.39,1.28,1,0,31,280,0.95,1074.902256,683.0514151,-0.551527218,0.615217856,4998,393,0.994910941,6635,-1637,7,9,2,2,1,1,0,3,0,296,0,11,3
noun,4,5,3,4,2,0,2915030,57,1.117647059,100,2.6225,96,0.0107,31,1.0007,31,0.0013,226,6.4175,224,0.0222,2,1.16,1,0,29,255,0.796078431,1258.423645,699.5138962,-0.270876842,0.718666812,18298,398,1,1520,16778,9,12,3,3,1,1,1,3,2,296,1431,11,4
noun,5,3,2,3,3,2,12437958,364,7.137254902,674,17.6755,557,0.0619,132,4.2611,130,0.0055,636,18.0598,604,0.0598,3.1,1.37,1,0,30,272,0.948529412,997.6550388,598.6659303,-0.654884268,0.495848061,5121,402,1,645,4476,8,10,3,2,1,1,0,3,0,296,0,7,3
verb,7,1,3,3,3,1,489049,21,0.411764706,25,0.6556,25,0.0028,7,0.226,7,0.0003,37,1.0506,37,0.0037,2.57,1.19,1,0,30,278,0.931654676,1180.702703,740.0153783,-0.452731882,0.617813509,6662,364,0.997252747,4438,2224,8,12,2,2,1,1,0,3,0,296,0,21,4
noun,9,3,4,6,6,0,106342539,315,6.176470588,1694,44.4249,1608,0.1788,619,19.9818,607,0.0257,1583,44.9507,1531,0.1515,3.86,1.22,1,0,29,248,0.987903226,921.1061224,575.481841,-0.711395131,0.520121025,1032,423,0.992907801,8318,-7286,7,11,2,1,0,1,0,0,0,0,0,1,3
verb,9,3,1,2,1,0,106342539,118,2.31372549,1694,44.4249,1608,0.1788,619,19.9818,607,0.0257,1583,44.9507,1531,0.1515,3.86,1.22,1,0,29,248,0.987903226,921.1061224,575.481841,-0.711395131,0.520121025,1032,423,0.992907801,8318,-7286,7,11,2,1,0,1,0,0,0,0,0,1,3
noun,4,2,3,4,2,0,11693072,250,4.901960784,221,5.7957,214,0.0238,44,1.4204,44,0.0019,262,7.4397,255,0.0252,2.89,1.53,1,0,27,274,0.861313869,1050.220339,497.7278182,-0.508595781,0.591544186,12736,435,0.993103448,8027,4709,8,14,3,3,1,1,1,3,2,296,1431,55,4
verb,4,1,3,5,4,2,2298026,160,3.137254902,67,1.7571,66,0.0073,19,0.6133,19,0.0008,86,2.442,85,0.0084,3.59,1.37,1,0,27,275,0.916363636,1082.051587,701.2237917,-0.487501457,0.648080628,7972,415,0.987951807,12916,-4944,7,11,2,2,1,1,0,3,0,296,0,55,4
noun,4,4,2,2,1,0,11164678,127,2.490196078,311,8.1559,289,0.0321,102,3.2926,96,0.0041,1013,28.7651,1004,0.0994,2.9,1.32,1,0,30,262,0.919847328,1048.900415,590.0921524,-0.542485035,0.607169386,7696,395,0.992405063,9416,-1720,7,11,2,1,0,1,0,0,0,0,0,10,4
verb,4,4,2,2,2,0,11164678,33,0.647058824,311,8.1559,289,0.0321,102,3.2926,96,0.0041,1013,28.7651,1004,0.0994,2.9,1.32,1,0,30,262,0.919847328,1048.900415,590.0921524,-0.542485035,0.607169386,7696,395,0.992405063,9416,-1720,7,11,2,1,0,1,0,0,0,0,0,10,4
verb,2,7,2,2,2,0,1365748,65,1.274509804,114,2.9896,112,0.0125,44,1.4204,44,0.0019,186,5.2816,186,0.0184,2.45,1.24,1,0,29,251,0.836653386,1119.019048,559.5962229,-0.409239407,0.663537835,14857,389,0.992287918,9670,5187,7,10,2,2,1,1,0,3,0,296,0,25,4
noun,4,5,4,4,3,0,2578410,55,1.078431373,127,3.3306,123,0.0137,52,1.6786,51,0.0022,156,4.4298,152,0.015,2.39,1.2,1,0,28,269,0.858736059,1209.649351,817.1182571,-0.366015582,0.755767441,12944,377,0.99204244,10064,2880,10,12,3,3,1,1,1,3,3,296,1599,25,4
verb,12,1,7,11,3,0,1307386,95,1.862745098,193,5.0614,187,0.0208,19,0.6133,19,0.0008,125,3.5495,125,0.0124,3.15,1.38,1,0,26,211,0.928909953,1109.321429,835.8567561,-0.43904375,0.717027541,6928,361,0.997229917,4484,2444,8,9,2,2,1,1,0,2,0,39,0,15,4
noun,8,2,3,6,2,0,59651113,1296,25.41176471,1919,50.3254,1778,0.1977,701,22.6288,690,0.0292,1281,36.3752,1251,0.1238,3.17,1.47,1,0,29,252,0.98015873,904.388664,335.3679371,-0.714572461,0.390922383,1892,429,0.997668998,1908,-16,8,10,2,1,0,1,0,0,0,0,0,2,1
adjective,5,7,1,0,0,2,5843044,440,8.62745098,687,18.0165,666,0.0741,143,4.6162,142,0.006,375,10.6485,374,0.037,2.75,1.43,1,0,28,270,0.914814815,1089.093117,717.91231,-0.529204693,0.688119705,8119,392,0.99744898,3524,4595,7,10,2,1,0,1,0,0,0,0,0,4,3
adjective,5,7,4,0,0,1,10323958,155,3.039215686,641,16.8101,620,0.0689,90,2.9053,89,0.0038,337,9.5694,336,0.0333,2.11,0.99,1,0,28,251,0.932270916,1061.239316,517.7390207,-0.489851111,0.618990263,6614,411,0.99756691,2592,4022,8,11,2,1,0,1,0,0,0,0,0,11,3
verb,5,7,5,3,4,0,4846365,91,1.784313725,257,6.7398,254,0.0282,55,1.7754,55,0.0023,145,4.1174,145,0.0144,2.2,1.32,1,0,30,266,0.958646617,1165.678431,697.9389332,-0.380266602,0.793975376,4179,394,1,1289,2890,11,13,3,1,0,1,0,0,0,0,0,6,3
verb,5,5,5,5,4,1,690980,20,0.392156863,66,1.7308,65,0.0072,17,0.5488,17,0.0007,33,0.9371,33,0.0033,2.66,1.2,1,0,29,255,0.690196078,1134.261364,611.6277952,-0.446642105,0.53467752,26319,410,0.990243902,11179,15140,7,10,2,2,1,1,0,3,0,296,0,15,4
verb,2,5,2,2,1,0,782232,250,4.901960784,225,5.9006,224,0.0249,95,3.0667,95,0.004,111,3.1519,111,0.011,2.33,1.24,1,0,27,270,0.903703704,1012.811475,474.3573141,-0.560075321,0.556239015,9080,407,0.997542998,2812,6268,8,11,2,2,1,1,0,3,0,296,0,28,3
noun,5,4,2,4,2,0,3457884,371,7.274509804,920,24.1268,801,0.0891,60,1.9368,60,0.0025,224,6.3607,220,0.0218,2.66,1.54,1,0,29,229,0.873362445,1073.86,622.6695409,-0.53227529,0.580200347,11679,414,0.995169082,5582,6097,8,10,2,1,0,1,0,0,0,0,0,4,4
verb,10,7,6,9,6,1,8678754,75,1.470588235,226,5.9268,220,0.0245,79,2.5502,79,0.0033,345,9.7966,324,0.0321,2.77,1.24,1,0,26,236,0.944915254,1077.659193,492.9133656,-0.505071587,0.554653207,5455,314,0.993630573,7802,-2347,10,15,3,2,1,1,0,3,0,296,0,20,3
